B;236109401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006;;
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;388409401;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;848409405;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
B;408409407;;MULTICONSULT AS, FAKTURAMOTTAK;;;OSLO;0213;;;198;SKØYEN;NOR;;;;;;;;;;;;;;KHL;KHL20.01.2006
